VHI_Parea data for UKR  Province= 6: Donets'k,  from 1981 to 2018<br>The data below were extracted from weekly files like: ../NPP_VH/4km/ts_L1_v1/ByWeek/VHP_L1_VHI_Parea_201301.txt<br><tt><pre>year,week,, provinceID, 0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95,100
2013 46   0.00,  0.27,  1.64,  3.76,  7.96, 10.61, 14.02, 13.49, 13.36, 12.38, 12.52,  6.37,  2.70,  0.40,  0.27,  0.22,  0.04,  0.00,  0.00,  0.00,  0.00
2013 47   0.00,  0.18,  1.15,  3.14,  8.04, 10.43, 13.08, 15.55, 13.57, 12.28, 11.89,  7.07,  2.39,  0.71,  0.35,  0.04,  0.09,  0.04,  0.00,  0.00,  0.00
2013 48   0.00,  0.22,  1.37,  3.85,  7.30, 13.00, 13.71, 14.82, 13.80, 11.99, 13.49,  4.11,  1.50,  0.57,  0.18,  0.00,  0.04,  0.00,  0.00,  0.04,  0.00
2013 49   0.00,  0.40,  2.39,  5.18, 10.81, 14.84, 17.05, 15.01, 12.75,  9.03,  9.17,  2.26,  0.66,  0.31,  0.09,  0.00,  0.04,  0.00,  0.00,  0.00,  0.00
2013 50   0.00,  0.44,  2.35,  6.42, 12.00, 17.09, 17.71, 14.25, 12.04,  6.20,  8.15,  2.17,  0.58,  0.53,  0.09,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2013 51   0.00,  0.27,  1.55,  4.69,  8.80, 14.55, 17.16, 15.75, 12.65, 10.26,  8.49,  3.63,  1.28,  0.44,  0.31,  0.09,  0.04,  0.04,  0.00,  0.00,  0.00
2013 52   0.00,  0.18,  0.97,  2.56,  5.66,  8.93, 13.97, 15.21, 13.57, 12.82, 13.44,  7.03,  3.01,  1.33,  0.84,  0.35,  0.04,  0.00,  0.09,  0.00,  0.00
2014 01   0.00,  0.00,  0.18,  1.10,  2.56,  4.29,  6.50,  9.37, 12.24, 13.79, 20.42, 12.33,  8.97,  4.15,  2.25,  1.28,  0.22,  0.22,  0.13,  0.00,  0.00
2014 02   0.00,  0.00,  0.13,  0.57,  1.28,  3.31,  5.08,  7.47, 11.44, 13.43, 19.00, 14.45, 10.52,  6.58,  3.49,  2.12,  0.57,  0.31,  0.13,  0.09,  0.00
2014 03   0.00,  0.00,  0.00,  0.18,  0.53,  1.68,  4.33,  6.54, 10.47, 14.45, 17.01, 17.06, 11.67,  7.42,  4.90,  1.94,  1.19,  0.49,  0.13,  0.00,  0.00
2014 04   0.00,  0.00,  0.00,  0.13,  0.40,  1.50,  3.89,  6.85, 10.96, 13.66, 18.13, 16.22, 11.89,  8.05,  3.93,  2.30,  1.24,  0.62,  0.09,  0.09,  0.04
2014 05   0.00,  0.00,  0.04,  0.00,  0.75,  1.86,  4.29,  8.58, 12.02, 18.26, 19.01, 14.46, 10.39,  6.15,  2.48,  0.84,  0.71,  0.18,  0.00,  0.00,  0.00
2014 06   0.00,  0.00,  0.04,  0.09,  1.37,  2.52,  6.41, 11.41, 15.47, 17.77, 18.21, 13.84,  7.52,  3.67,  1.15,  0.49,  0.00,  0.04,  0.00,  0.00,  0.00
2014 07   0.00,  0.00,  0.04,  0.44,  2.61,  5.53,  8.97, 12.25, 17.46, 19.63, 15.12, 10.21,  4.73,  2.17,  0.75,  0.09,  0.00,  0.00,  0.00,  0.00,  0.00
2014 08   0.00,  0.00,  0.22,  1.33,  4.15,  6.50,  9.50, 12.02, 16.88, 18.21, 15.16, 10.03,  4.20,  1.37,  0.40,  0.04,  0.00,  0.00,  0.00,  0.00,  0.00
2014 09   0.00,  0.00,  0.53,  2.39,  5.35,  7.42,  8.93, 12.46, 14.36, 16.97, 16.62, 10.78,  3.54,  0.62,  0.04,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2014 10   0.00,  0.13,  0.80,  3.76,  6.01,  7.20,  7.60, 10.47, 11.67, 14.41, 22.89, 12.20,  2.83,  0.04,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2014 11   0.00,  0.18,  1.06,  3.89,  6.23,  6.50,  7.20,  9.32, 11.62, 13.83, 25.06, 12.55,  2.47,  0.04,  0.04,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2014 12   0.00,  0.09,  0.84,  3.58,  5.35,  5.88,  6.98,  8.44, 11.22, 14.80, 27.79, 12.55,  2.12,  0.18,  0.09,  0.00,  0.09,  0.00,  0.00,  0.00,  0.00
2014 13   0.00,  0.04,  0.53,  2.83,  4.90,  4.99,  6.41,  8.31,  9.85, 15.07, 28.06, 14.63,  3.76,  0.40,  0.00,  0.00,  0.09,  0.00,  0.09,  0.04,  0.00
2014 14   0.00,  0.04,  0.75,  2.61,  4.42,  4.77,  6.27,  8.04, 10.47, 14.14, 30.27, 13.88,  3.76,  0.40,  0.13,  0.00,  0.00,  0.04,  0.00,  0.00,  0.00
2014 15   0.00,  0.04,  0.62,  2.47,  3.93,  5.04,  5.35,  7.29, 10.21, 13.65, 26.56, 17.19,  6.58,  0.97,  0.04,  0.00,  0.04,  0.00,  0.00,  0.00,  0.00
2014 16   0.00,  0.00,  0.49,  2.12,  3.45,  4.11,  5.26,  6.01,  8.97, 11.22, 19.53, 22.80, 11.58,  4.11,  0.31,  0.00,  0.00,  0.04,  0.00,  0.00,  0.00
2014 17   0.00,  0.00,  0.27,  1.72,  3.18,  3.76,  4.64,  4.29,  7.29,  8.53, 13.83, 20.90, 17.23,  9.50,  3.98,  0.84,  0.04,  0.00,  0.00,  0.00,  0.00
2014 18   0.00,  0.00,  0.18,  1.46,  2.96,  2.52,  4.15,  4.20,  5.21,  6.05,  9.01, 15.91, 17.06, 13.12,  9.63,  5.21,  2.56,  0.62,  0.13,  0.00,  0.00
2014 19   0.00,  0.04,  0.22,  1.19,  2.21,  3.05,  3.31,  3.49,  4.73,  6.01,  7.11, 12.06, 14.36, 13.39, 10.61,  8.04,  5.04,  2.87,  1.68,  0.44,  0.13
2014 20   0.00,  0.04,  0.27,  0.80,  2.34,  2.96,  2.61,  3.49,  4.55,  4.95,  6.94,  9.99, 11.80, 13.65, 10.08, 10.69,  6.94,  4.51,  2.34,  0.93,  0.13
2014 21   0.04,  0.00,  0.27,  0.62,  1.24,  2.56,  2.83,  3.09,  4.42,  5.21,  6.05,  7.73, 11.22, 12.20, 12.37, 11.84,  9.54,  5.13,  2.30,  0.88,  0.44
2014 22   0.04,  0.04,  0.31,  0.62,  0.75,  2.03,  2.87,  3.00,  3.93,  5.74,  5.92,  8.88, 10.21, 12.37, 12.20, 13.21,  8.66,  5.61,  2.43,  0.84,  0.31
2014 23   0.00,  0.13,  0.40,  0.57,  1.02,  1.77,  1.81,  3.27,  3.80,  5.35,  7.16,  8.04, 11.00, 12.86, 13.04, 11.71,  9.28,  5.52,  2.43,  0.49,  0.35
2014 24   0.04,  0.22,  0.49,  0.53,  0.66,  1.46,  1.77,  1.94,  3.67,  4.90,  6.19,  7.82, 10.52, 13.61, 12.95, 12.95, 10.78,  6.41,  2.34,  0.44,  0.31
2014 25   0.04,  0.18,  0.35,  0.66,  0.71,  1.33,  1.77,  1.94,  3.58,  4.86,  6.19,  8.97, 10.74, 12.02, 14.41, 12.64, 10.21,  6.98,  1.68,  0.57,  0.18
2014 26   0.04,  0.09,  0.49,  0.93,  0.71,  1.19,  2.12,  3.14,  4.29,  5.52,  7.87,  9.10, 10.34, 11.09, 12.99, 12.99,  9.46,  5.92,  1.28,  0.22,  0.22
2014 27   0.04,  0.13,  0.53,  0.80,  1.50,  2.08,  3.76,  4.37,  5.26,  6.89,  8.13,  8.97,  9.28, 11.53, 12.37, 10.83,  8.75,  4.02,  0.49,  0.22,  0.04
2014 28   0.09,  0.09,  0.57,  1.24,  2.12,  3.14,  4.51,  4.60,  6.14,  7.25,  8.57,  9.32,  9.59, 10.25, 11.67, 10.47,  7.47,  2.52,  0.35,  0.04,  0.00
2014 29   0.04,  0.40,  1.02,  2.43,  2.78,  4.68,  4.60,  6.63,  6.50,  7.64,  8.88, 10.47,  9.50, 10.38, 10.16,  7.78,  4.29,  1.63,  0.13,  0.04,  0.00
